window,pool_size,fraction_fit,fraction_evaluate,malicious_clients,min_fit_clients,min_evaluate_clients,magnitude,warmup_rounds,to_keep,threshold,attack_name,strategy_name,dataset_name,num_rounds,sampling,alpha,beta
30,100,1,0,10,50,0,0,30,1,1e-05,lie,trimmedmean,house,50,0,0,0
30,100,1,0,20,50,0,0,30,1,1e-05,lie,trimmedmean,house,50,0,0,0
30,100,1,0,30,50,0,0,30,1,1e-05,lie,trimmedmean,house,50,0,0,0
30,100,1,0,40,50,0,0,30,1,1e-05,lie,trimmedmean,house,50,0,0,0
30,100,1,0,50,50,0,0,30,1,1e-05,lie,trimmedmean,house,50,0,0,0
30,100,1,0,60,50,0,0,30,1,1e-05,lie,trimmedmean,house,50,0,0,0
30,100,1,0,70,50,0,0,30,1,1e-05,lie,trimmedmean,house,50,0,0,0
30,100,1,0,80,50,0,0,30,1,1e-05,lie,trimmedmean,house,50,0,0,0
30,100,1,0,90,50,0,0,30,1,1e-05,lie,trimmedmean,house,50,0,0,0
30,100,1,0,95,50,0,0,30,1,1e-05,lie,trimmedmean,house,50,0,0,0
30,100,1,0,5,50,0,0,30,1,1e-05,fang,trimmedmean,house,50,0,0,0
30,100,1,0,10,50,0,0,30,1,1e-05,fang,trimmedmean,house,50,0,0,0
30,100,1,0,20,50,0,0,30,1,1e-05,fang,trimmedmean,house,50,0,0,0
30,100,1,0,30,50,0,0,30,1,1e-05,fang,trimmedmean,house,50,0,0,0
30,100,1,0,40,50,0,0,30,1,1e-05,fang,trimmedmean,house,50,0,0,0
30,100,1,0,50,50,0,0,30,1,1e-05,fang,trimmedmean,house,50,0,0,0
30,100,1,0,60,50,0,0,30,1,1e-05,fang,trimmedmean,house,50,0,0,0
30,100,1,0,70,50,0,0,30,1,1e-05,fang,trimmedmean,house,50,0,0,0
30,100,1,0,80,50,0,0,30,1,1e-05,fang,trimmedmean,house,50,0,0,0
30,100,1,0,90,50,0,0,30,1,1e-05,fang,trimmedmean,house,50,0,0,0
30,100,1,0,95,50,0,0,30,1,1e-05,fang,trimmedmean,house,50,0,0,0
30,100,1,0,5,50,0,0,30,1,1e-05,minmax,trimmedmean,house,50,0,0,0
30,100,1,0,10,50,0,0,30,1,1e-05,minmax,trimmedmean,house,50,0,0,0
30,100,1,0,20,50,0,0,30,1,1e-05,minmax,trimmedmean,house,50,0,0,0
30,100,1,0,30,50,0,0,30,1,1e-05,minmax,trimmedmean,house,50,0,0,0
30,100,1,0,40,50,0,0,30,1,1e-05,minmax,trimmedmean,house,50,0,0,0
30,100,1,0,50,50,0,0,30,1,1e-05,minmax,trimmedmean,house,50,0,0,0
30,100,1,0,60,50,0,0,30,1,1e-05,minmax,trimmedmean,house,50,0,0,0
30,100,1,0,70,50,0,0,30,1,1e-05,minmax,trimmedmean,house,50,0,0,0
30,100,1,0,80,50,0,0,30,1,1e-05,minmax,trimmedmean,house,50,0,0,0
30,100,1,0,90,50,0,0,30,1,1e-05,minmax,trimmedmean,house,50,0,0,0
30,100,1,0,95,50,0,0,30,1,1e-05,minmax,trimmedmean,house,50,0,0,0
30,100,1,0,5,50,0,10,30,1,1e-05,gaussian,flanders,house,50,0,1,1
30,100,1,0,10,50,0,10,30,1,1e-05,gaussian,flanders,house,50,0,1,1
30,100,1,0,20,50,0,10,30,1,1e-05,gaussian,flanders,house,50,0,1,1
30,100,1,0,30,50,0,10,30,1,1e-05,gaussian,flanders,house,50,0,1,1
30,100,1,0,40,50,0,10,30,1,1e-05,gaussian,flanders,house,50,0,1,1
30,100,1,0,50,50,0,10,30,1,1e-05,gaussian,flanders,house,50,0,1,1
30,100,1,0,60,50,0,10,30,1,1e-05,gaussian,flanders,house,50,0,1,1
30,100,1,0,70,50,0,10,30,1,1e-05,gaussian,flanders,house,50,0,1,1
30,100,1,0,80,50,0,10,30,1,1e-05,gaussian,flanders,house,50,0,1,1
30,100,1,0,90,50,0,10,30,1,1e-05,gaussian,flanders,house,50,0,1,1
30,100,1,0,95,50,0,10,30,1,1e-05,gaussian,flanders,house,50,0,1,1
30,100,1,0,5,50,0,0,30,1,1e-05,lie,flanders,house,50,0,1,1
30,100,1,0,10,50,0,0,30,1,1e-05,lie,flanders,house,50,0,1,1
30,100,1,0,20,50,0,0,30,1,1e-05,lie,flanders,house,50,0,1,1
30,100,1,0,30,50,0,0,30,1,1e-05,lie,flanders,house,50,0,1,1
30,100,1,0,40,50,0,0,30,1,1e-05,lie,flanders,house,50,0,1,1
30,100,1,0,50,50,0,0,30,1,1e-05,lie,flanders,house,50,0,1,1
30,100,1,0,60,50,0,0,30,1,1e-05,lie,flanders,house,50,0,1,1
30,100,1,0,70,50,0,0,30,1,1e-05,lie,flanders,house,50,0,1,1
30,100,1,0,80,50,0,0,30,1,1e-05,lie,flanders,house,50,0,1,1
30,100,1,0,90,50,0,0,30,1,1e-05,lie,flanders,house,50,0,1,1
30,100,1,0,95,50,0,0,30,1,1e-05,lie,flanders,house,50,0,1,1
30,100,1,0,5,50,0,0,30,1,1e-05,fang,flanders,house,50,0,1,1
30,100,1,0,10,50,0,0,30,1,1e-05,fang,flanders,house,50,0,1,1
30,100,1,0,20,50,0,0,30,1,1e-05,fang,flanders,house,50,0,1,1
30,100,1,0,30,50,0,0,30,1,1e-05,fang,flanders,house,50,0,1,1
30,100,1,0,40,50,0,0,30,1,1e-05,fang,flanders,house,50,0,1,1
30,100,1,0,50,50,0,0,30,1,1e-05,fang,flanders,house,50,0,1,1
30,100,1,0,60,50,0,0,30,1,1e-05,fang,flanders,house,50,0,1,1
30,100,1,0,70,50,0,0,30,1,1e-05,fang,flanders,house,50,0,1,1
30,100,1,0,80,50,0,0,30,1,1e-05,fang,flanders,house,50,0,1,1
30,100,1,0,90,50,0,0,30,1,1e-05,fang,flanders,house,50,0,1,1
30,100,1,0,95,50,0,0,30,1,1e-05,fang,flanders,house,50,0,1,1
30,100,1,0,5,50,0,0,30,1,1e-05,minmax,flanders,house,50,0,1,1
30,100,1,0,10,50,0,0,30,1,1e-05,minmax,flanders,house,50,0,1,1
30,100,1,0,20,50,0,0,30,1,1e-05,minmax,flanders,house,50,0,1,1
30,100,1,0,30,50,0,0,30,1,1e-05,minmax,flanders,house,50,0,1,1
30,100,1,0,40,50,0,0,30,1,1e-05,minmax,flanders,house,50,0,1,1
30,100,1,0,50,50,0,0,30,1,1e-05,minmax,flanders,house,50,0,1,1
30,100,1,0,60,50,0,0,30,1,1e-05,minmax,flanders,house,50,0,1,1
30,100,1,0,70,50,0,0,30,1,1e-05,minmax,flanders,house,50,0,1,1
30,100,1,0,80,50,0,0,30,1,1e-05,minmax,flanders,house,50,0,1,1
30,100,1,0,90,50,0,0,30,1,1e-05,minmax,flanders,house,50,0,1,1
30,100,1,0,95,50,0,0,30,1,1e-05,minmax,flanders,house,50,0,1,1
30,100,1,0,5,50,0,10,30,1,1e-05,gaussian,krum,house,50,0,0,0
30,100,1,0,10,50,0,10,30,1,1e-05,gaussian,krum,house,50,0,0,0
30,100,1,0,20,50,0,10,30,1,1e-05,gaussian,krum,house,50,0,0,0
30,100,1,0,30,50,0,10,30,1,1e-05,gaussian,krum,house,50,0,0,0
30,100,1,0,40,50,0,10,30,1,1e-05,gaussian,krum,house,50,0,0,0
30,100,1,0,50,50,0,10,30,1,1e-05,gaussian,krum,house,50,0,0,0
30,100,1,0,60,50,0,10,30,1,1e-05,gaussian,krum,house,50,0,0,0
30,100,1,0,70,50,0,10,30,1,1e-05,gaussian,krum,house,50,0,0,0
30,100,1,0,80,50,0,10,30,1,1e-05,gaussian,krum,house,50,0,0,0
30,100,1,0,90,50,0,10,30,1,1e-05,gaussian,krum,house,50,0,0,0
30,100,1,0,95,50,0,10,30,1,1e-05,gaussian,krum,house,50,0,0,0
30,100,1,0,5,50,0,0,30,1,1e-05,lie,krum,house,50,0,0,0
30,100,1,0,10,50,0,0,30,1,1e-05,lie,krum,house,50,0,0,0
30,100,1,0,20,50,0,0,30,1,1e-05,lie,krum,house,50,0,0,0
30,100,1,0,30,50,0,0,30,1,1e-05,lie,krum,house,50,0,0,0
30,100,1,0,40,50,0,0,30,1,1e-05,lie,krum,house,50,0,0,0
30,100,1,0,50,50,0,0,30,1,1e-05,lie,krum,house,50,0,0,0
30,100,1,0,60,50,0,0,30,1,1e-05,lie,krum,house,50,0,0,0
30,100,1,0,70,50,0,0,30,1,1e-05,lie,krum,house,50,0,0,0
30,100,1,0,80,50,0,0,30,1,1e-05,lie,krum,house,50,0,0,0
30,100,1,0,90,50,0,0,30,1,1e-05,lie,krum,house,50,0,0,0
30,100,1,0,95,50,0,0,30,1,1e-05,lie,krum,house,50,0,0,0
30,100,1,0,5,50,0,0,30,1,1e-05,fang,krum,house,50,0,0,0
30,100,1,0,10,50,0,0,30,1,1e-05,fang,krum,house,50,0,0,0
30,100,1,0,20,50,0,0,30,1,1e-05,fang,krum,house,50,0,0,0
30,100,1,0,30,50,0,0,30,1,1e-05,fang,krum,house,50,0,0,0
30,100,1,0,40,50,0,0,30,1,1e-05,fang,krum,house,50,0,0,0
30,100,1,0,50,50,0,0,30,1,1e-05,fang,krum,house,50,0,0,0
30,100,1,0,60,50,0,0,30,1,1e-05,fang,krum,house,50,0,0,0
30,100,1,0,70,50,0,0,30,1,1e-05,fang,krum,house,50,0,0,0
30,100,1,0,80,50,0,0,30,1,1e-05,fang,krum,house,50,0,0,0
30,100,1,0,90,50,0,0,30,1,1e-05,fang,krum,house,50,0,0,0
30,100,1,0,95,50,0,0,30,1,1e-05,fang,krum,house,50,0,0,0
30,100,1,0,5,50,0,0,30,1,1e-05,minmax,krum,house,50,0,0,0
30,100,1,0,10,50,0,0,30,1,1e-05,minmax,krum,house,50,0,0,0
30,100,1,0,20,50,0,0,30,1,1e-05,minmax,krum,house,50,0,0,0
30,100,1,0,30,50,0,0,30,1,1e-05,minmax,krum,house,50,0,0,0
30,100,1,0,40,50,0,0,30,1,1e-05,minmax,krum,house,50,0,0,0
30,100,1,0,50,50,0,0,30,1,1e-05,minmax,krum,house,50,0,0,0
30,100,1,0,60,50,0,0,30,1,1e-05,minmax,krum,house,50,0,0,0
30,100,1,0,70,50,0,0,30,1,1e-05,minmax,krum,house,50,0,0,0
30,100,1,0,80,50,0,0,30,1,1e-05,minmax,krum,house,50,0,0,0
30,100,1,0,90,50,0,0,30,1,1e-05,minmax,krum,house,50,0,0,0
30,100,1,0,95,50,0,0,30,1,1e-05,minmax,krum,house,50,0,0,0
30,100,1,0,5,50,0,10,30,1,1e-05,gaussian,bulyan,house,50,0,0,0
30,100,1,0,10,50,0,10,30,1,1e-05,gaussian,bulyan,house,50,0,0,0
30,100,1,0,20,50,0,10,30,1,1e-05,gaussian,bulyan,house,50,0,0,0
30,100,1,0,30,50,0,10,30,1,1e-05,gaussian,bulyan,house,50,0,0,0
30,100,1,0,40,50,0,10,30,1,1e-05,gaussian,bulyan,house,50,0,0,0
30,100,1,0,50,50,0,10,30,1,1e-05,gaussian,bulyan,house,50,0,0,0
30,100,1,0,60,50,0,10,30,1,1e-05,gaussian,bulyan,house,50,0,0,0
30,100,1,0,70,50,0,10,30,1,1e-05,gaussian,bulyan,house,50,0,0,0
30,100,1,0,80,50,0,10,30,1,1e-05,gaussian,bulyan,house,50,0,0,0
30,100,1,0,90,50,0,10,30,1,1e-05,gaussian,bulyan,house,50,0,0,0
30,100,1,0,95,50,0,10,30,1,1e-05,gaussian,bulyan,house,50,0,0,0
30,100,1,0,5,50,0,0,30,1,1e-05,lie,bulyan,house,50,0,0,0
30,100,1,0,10,50,0,0,30,1,1e-05,lie,bulyan,house,50,0,0,0
30,100,1,0,20,50,0,0,30,1,1e-05,lie,bulyan,house,50,0,0,0
30,100,1,0,30,50,0,0,30,1,1e-05,lie,bulyan,house,50,0,0,0
30,100,1,0,40,50,0,0,30,1,1e-05,lie,bulyan,house,50,0,0,0
30,100,1,0,50,50,0,0,30,1,1e-05,lie,bulyan,house,50,0,0,0
30,100,1,0,60,50,0,0,30,1,1e-05,lie,bulyan,house,50,0,0,0
30,100,1,0,70,50,0,0,30,1,1e-05,lie,bulyan,house,50,0,0,0
30,100,1,0,80,50,0,0,30,1,1e-05,lie,bulyan,house,50,0,0,0
30,100,1,0,90,50,0,0,30,1,1e-05,lie,bulyan,house,50,0,0,0
30,100,1,0,95,50,0,0,30,1,1e-05,lie,bulyan,house,50,0,0,0
30,100,1,0,5,50,0,0,30,1,1e-05,fang,bulyan,house,50,0,0,0
30,100,1,0,10,50,0,0,30,1,1e-05,fang,bulyan,house,50,0,0,0
30,100,1,0,20,50,0,0,30,1,1e-05,fang,bulyan,house,50,0,0,0
30,100,1,0,30,50,0,0,30,1,1e-05,fang,bulyan,house,50,0,0,0
30,100,1,0,40,50,0,0,30,1,1e-05,fang,bulyan,house,50,0,0,0
30,100,1,0,50,50,0,0,30,1,1e-05,fang,bulyan,house,50,0,0,0
30,100,1,0,60,50,0,0,30,1,1e-05,fang,bulyan,house,50,0,0,0
30,100,1,0,70,50,0,0,30,1,1e-05,fang,bulyan,house,50,0,0,0
30,100,1,0,80,50,0,0,30,1,1e-05,fang,bulyan,house,50,0,0,0
30,100,1,0,90,50,0,0,30,1,1e-05,fang,bulyan,house,50,0,0,0
30,100,1,0,95,50,0,0,30,1,1e-05,fang,bulyan,house,50,0,0,0
30,100,1,0,5,50,0,0,30,1,1e-05,minmax,bulyan,house,50,0,0,0
30,100,1,0,10,50,0,0,30,1,1e-05,minmax,bulyan,house,50,0,0,0
30,100,1,0,20,50,0,0,30,1,1e-05,minmax,bulyan,house,50,0,0,0
30,100,1,0,30,50,0,0,30,1,1e-05,minmax,bulyan,house,50,0,0,0
30,100,1,0,40,50,0,0,30,1,1e-05,minmax,bulyan,house,50,0,0,0
30,100,1,0,50,50,0,0,30,1,1e-05,minmax,bulyan,house,50,0,0,0
30,100,1,0,60,50,0,0,30,1,1e-05,minmax,bulyan,house,50,0,0,0
30,100,1,0,70,50,0,0,30,1,1e-05,minmax,bulyan,house,50,0,0,0
30,100,1,0,80,50,0,0,30,1,1e-05,minmax,bulyan,house,50,0,0,0
30,100,1,0,90,50,0,0,30,1,1e-05,minmax,bulyan,house,50,0,0,0
30,100,1,0,95,50,0,0,30,1,1e-05,minmax,bulyan,house,50,0,0,0
30,100,1,0,5,50,0,10,30,1,1e-05,gaussian,fltrust,house,50,0,0,0
30,100,1,0,10,50,0,10,30,1,1e-05,gaussian,fltrust,house,50,0,0,0
30,100,1,0,20,50,0,10,30,1,1e-05,gaussian,fltrust,house,50,0,0,0
30,100,1,0,30,50,0,10,30,1,1e-05,gaussian,fltrust,house,50,0,0,0
30,100,1,0,40,50,0,10,30,1,1e-05,gaussian,fltrust,house,50,0,0,0
30,100,1,0,50,50,0,10,30,1,1e-05,gaussian,fltrust,house,50,0,0,0
30,100,1,0,60,50,0,10,30,1,1e-05,gaussian,fltrust,house,50,0,0,0
30,100,1,0,70,50,0,10,30,1,1e-05,gaussian,fltrust,house,50,0,0,0
30,100,1,0,80,50,0,10,30,1,1e-05,gaussian,fltrust,house,50,0,0,0
30,100,1,0,90,50,0,10,30,1,1e-05,gaussian,fltrust,house,50,0,0,0
30,100,1,0,95,50,0,10,30,1,1e-05,gaussian,fltrust,house,50,0,0,0
30,100,1,0,5,50,0,0,30,1,1e-05,lie,fltrust,house,50,0,0,0
30,100,1,0,10,50,0,0,30,1,1e-05,lie,fltrust,house,50,0,0,0
30,100,1,0,20,50,0,0,30,1,1e-05,lie,fltrust,house,50,0,0,0
30,100,1,0,30,50,0,0,30,1,1e-05,lie,fltrust,house,50,0,0,0
30,100,1,0,40,50,0,0,30,1,1e-05,lie,fltrust,house,50,0,0,0
30,100,1,0,50,50,0,0,30,1,1e-05,lie,fltrust,house,50,0,0,0
30,100,1,0,60,50,0,0,30,1,1e-05,lie,fltrust,house,50,0,0,0
30,100,1,0,70,50,0,0,30,1,1e-05,lie,fltrust,house,50,0,0,0
30,100,1,0,80,50,0,0,30,1,1e-05,lie,fltrust,house,50,0,0,0
30,100,1,0,90,50,0,0,30,1,1e-05,lie,fltrust,house,50,0,0,0
30,100,1,0,95,50,0,0,30,1,1e-05,lie,fltrust,house,50,0,0,0
30,100,1,0,5,50,0,0,30,1,1e-05,fang,fltrust,house,50,0,0,0
30,100,1,0,10,50,0,0,30,1,1e-05,fang,fltrust,house,50,0,0,0
30,100,1,0,20,50,0,0,30,1,1e-05,fang,fltrust,house,50,0,0,0
30,100,1,0,30,50,0,0,30,1,1e-05,fang,fltrust,house,50,0,0,0
30,100,1,0,40,50,0,0,30,1,1e-05,fang,fltrust,house,50,0,0,0
30,100,1,0,50,50,0,0,30,1,1e-05,fang,fltrust,house,50,0,0,0
30,100,1,0,60,50,0,0,30,1,1e-05,fang,fltrust,house,50,0,0,0
30,100,1,0,70,50,0,0,30,1,1e-05,fang,fltrust,house,50,0,0,0
30,100,1,0,80,50,0,0,30,1,1e-05,fang,fltrust,house,50,0,0,0
30,100,1,0,90,50,0,0,30,1,1e-05,fang,fltrust,house,50,0,0,0
30,100,1,0,95,50,0,0,30,1,1e-05,fang,fltrust,house,50,0,0,0
30,100,1,0,5,50,0,0,30,1,1e-05,minmax,fltrust,house,50,0,0,0
30,100,1,0,10,50,0,0,30,1,1e-05,minmax,fltrust,house,50,0,0,0
30,100,1,0,20,50,0,0,30,1,1e-05,minmax,fltrust,house,50,0,0,0
30,100,1,0,30,50,0,0,30,1,1e-05,minmax,fltrust,house,50,0,0,0
30,100,1,0,40,50,0,0,30,1,1e-05,minmax,fltrust,house,50,0,0,0
30,100,1,0,50,50,0,0,30,1,1e-05,minmax,fltrust,house,50,0,0,0
30,100,1,0,60,50,0,0,30,1,1e-05,minmax,fltrust,house,50,0,0,0
30,100,1,0,70,50,0,0,30,1,1e-05,minmax,fltrust,house,50,0,0,0
30,100,1,0,80,50,0,0,30,1,1e-05,minmax,fltrust,house,50,0,0,0
30,100,1,0,90,50,0,0,30,1,1e-05,minmax,fltrust,house,50,0,0,0
30,100,1,0,95,50,0,0,30,1,1e-05,minmax,fltrust,house,50,0,0,0
