strategy,fraction_mal,magnitude,frac_fit,frac_eval,min_fit_clients,min_eval_clients,min_available_clients,num_clients,num_malicious,attack,iid,dataset_name,confusion_matrix,warmup_rounds,round,accuracy,loss
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,7,0.798155737704918,0.42732453716848506
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,8,0.798155737704918,0.42732453716848506
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,9,0.798155737704918,0.42732453716848506
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,10,0.798155737704918,0.42732453716848506
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,11,0.798155737704918,0.42732453716848506
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,12,0.798155737704918,0.42732453716848506
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,13,0.798155737704918,0.42732453716848506
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,14,0.798155737704918,0.42732453716848506
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,15,0.798155737704918,0.42732453716848506
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,16,0.798155737704918,0.42732453716848506
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,17,0.798155737704918,0.42732453716848506
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,18,0.798155737704918,0.42732453716848506
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,19,0.798155737704918,0.42732453716848506
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,20,0.798155737704918,0.42732453716848506
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,21,0.798155737704918,0.42732453716848506
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,22,0.798155737704918,0.42732453716848506
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,23,0.798155737704918,0.42732453716848506
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,24,0.798155737704918,0.42732453716848506
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,25,0.798155737704918,0.42732453716848506
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,26,0.798155737704918,0.42732453716848506
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,27,0.798155737704918,0.42732453716848506
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,28,0.798155737704918,0.42732453716848506
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,29,0.798155737704918,0.42732453716848506
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,30,0.798155737704918,0.42732453716848506
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,31,0.798155737704918,0.42732453716848506
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,32,0.798155737704918,0.42732453716848506
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,33,0.798155737704918,0.42732453716848506
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,34,0.798155737704918,0.42732453716848506
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,35,0.798155737704918,0.42732453716848506
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,36,0.798155737704918,0.42732453716848506
avg,0,0,1,0,10,0,10,1,0,no attack,True,income,"[[0, 0], [0, 0]]",1,0,0.7202868852459017,0.6931471805599453
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,1,0.798155737704918,0.42732453716848506
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,2,0.798155737704918,0.42732453716848506
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,3,0.798155737704918,0.42732453716848506
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,4,0.798155737704918,0.42732453716848506
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,5,0.798155737704918,0.42732453716848506
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,6,0.798155737704918,0.42732453716848506
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,7,0.798155737704918,0.42732453716848506
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,8,0.798155737704918,0.42732453716848506
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,9,0.798155737704918,0.42732453716848506
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,10,0.798155737704918,0.42732453716848506
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,11,0.798155737704918,0.42732453716848506
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,12,0.798155737704918,0.42732453716848506
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,13,0.798155737704918,0.42732453716848506
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,14,0.798155737704918,0.42732453716848506
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,15,0.798155737704918,0.42732453716848506
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,16,0.798155737704918,0.42732453716848506
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,17,0.798155737704918,0.42732453716848506
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,18,0.798155737704918,0.42732453716848506
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,19,0.798155737704918,0.42732453716848506
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,20,0.798155737704918,0.42732453716848506
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,21,0.798155737704918,0.42732453716848506
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,22,0.798155737704918,0.42732453716848506
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,23,0.798155737704918,0.42732453716848506
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,24,0.798155737704918,0.42732453716848506
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,25,0.798155737704918,0.42732453716848506
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,26,0.798155737704918,0.42732453716848506
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,27,0.798155737704918,0.42732453716848506
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,28,0.798155737704918,0.42732453716848506
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,29,0.798155737704918,0.42732453716848506
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,30,0.798155737704918,0.42732453716848506
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,31,0.798155737704918,0.42732453716848506
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,32,0.798155737704918,0.42732453716848506
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,33,0.798155737704918,0.42732453716848506
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,34,0.798155737704918,0.42732453716848506
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,35,0.798155737704918,0.42732453716848506
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,36,0.798155737704918,0.42732453716848506
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,37,0.798155737704918,0.42732453716848506
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,38,0.798155737704918,0.42732453716848506
avg,0,0,1,0,10,0,10,1,0,no attack,True,income,"[[0, 0], [0, 0]]",1,0,0.7202868852459017,0.6931471805599453
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,1,0.798155737704918,0.42732453716848506
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,2,0.798155737704918,0.4273250047941918
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,3,0.798155737704918,0.4273250050140809
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,4,0.798155737704918,0.4273250050140082
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,5,0.798155737704918,0.4273250050140082
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,6,0.798155737704918,0.4273250050140082
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,7,0.798155737704918,0.4273250050140082
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,8,0.798155737704918,0.4273250050140082
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,9,0.798155737704918,0.4273250050140082
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,10,0.798155737704918,0.4273250050140082
avg,0,0,1,0,10,0,10,1,0,no attack,True,income,"[[0, 0], [0, 0]]",1,0,0.7202868852459017,0.6931471805599453
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,1,0.798155737704918,0.42732453716848506
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,2,0.798155737704918,0.4273250047941918
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,3,0.798155737704918,0.4273250050140809
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,4,0.798155737704918,0.4273250050140082
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,5,0.798155737704918,0.4273250050140082
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,6,0.798155737704918,0.4273250050140082
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,7,0.798155737704918,0.4273250050140082
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,8,0.798155737704918,0.4273250050140082
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,9,0.798155737704918,0.4273250050140082
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,10,0.798155737704918,0.4273250050140082
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,11,0.798155737704918,0.4273250050140082
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,12,0.798155737704918,0.4273250050140082
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,13,0.798155737704918,0.4273250050140082
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,14,0.798155737704918,0.4273250050140082
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,15,0.798155737704918,0.4273250050140082
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,16,0.798155737704918,0.4273250050140082
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,17,0.798155737704918,0.4273250050140082
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,18,0.798155737704918,0.4273250050140082
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,19,0.798155737704918,0.4273250050140082
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,20,0.798155737704918,0.4273250050140082
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,21,0.798155737704918,0.4273250050140082
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,22,0.798155737704918,0.4273250050140082
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,23,0.798155737704918,0.4273250050140082
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,24,0.798155737704918,0.4273250050140082
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,25,0.798155737704918,0.4273250050140082
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,26,0.798155737704918,0.4273250050140082
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,27,0.798155737704918,0.4273250050140082
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,28,0.798155737704918,0.4273250050140082
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,29,0.798155737704918,0.4273250050140082
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,30,0.798155737704918,0.4273250050140082
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,31,0.798155737704918,0.4273250050140082
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,32,0.798155737704918,0.4273250050140082
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,33,0.798155737704918,0.4273250050140082
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,34,0.798155737704918,0.4273250050140082
avg,0,0,1,0,10,0,10,1,0,no attack,True,income,"[[0, 0], [0, 0]]",1,0,0.7202868852459017,0.6931471805599453
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,1,0.798155737704918,0.42732453716848506
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,2,0.798155737704918,0.4273250047941918
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,3,0.798155737704918,0.4273250050140809
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,4,0.798155737704918,0.4273250050140082
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,5,0.798155737704918,0.4273250050140082
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,6,0.798155737704918,0.4273250050140082
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,7,0.798155737704918,0.4273250050140082
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,8,0.798155737704918,0.4273250050140082
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,9,0.798155737704918,0.4273250050140082
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,10,0.798155737704918,0.4273250050140082
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,11,0.798155737704918,0.4273250050140082
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,12,0.798155737704918,0.4273250050140082
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,13,0.798155737704918,0.4273250050140082
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,14,0.798155737704918,0.4273250050140082
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,15,0.798155737704918,0.4273250050140082
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,16,0.798155737704918,0.4273250050140082
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,17,0.798155737704918,0.4273250050140082
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,18,0.798155737704918,0.4273250050140082
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,19,0.798155737704918,0.4273250050140082
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,20,0.798155737704918,0.4273250050140082
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,21,0.798155737704918,0.4273250050140082
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,22,0.798155737704918,0.4273250050140082
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,23,0.798155737704918,0.4273250050140082
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,24,0.798155737704918,0.4273250050140082
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,25,0.798155737704918,0.4273250050140082
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,26,0.798155737704918,0.4273250050140082
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,27,0.798155737704918,0.4273250050140082
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,28,0.798155737704918,0.4273250050140082
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,29,0.798155737704918,0.4273250050140082
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,30,0.798155737704918,0.4273250050140082
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,31,0.798155737704918,0.4273250050140082
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,32,0.798155737704918,0.4273250050140082
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,33,0.798155737704918,0.4273250050140082
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,34,0.798155737704918,0.4273250050140082
avg,0,0,1,0,10,0,10,1,0,no attack,True,income,"[[0, 0], [0, 0]]",1,0,0.7202868852459017,0.6931471805599453
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,1,0.798155737704918,0.42732453716848506
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,2,0.798155737704918,0.4273250047941918
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,3,0.798155737704918,0.4273250050140809
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,4,0.798155737704918,0.4273250050140082
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,5,0.798155737704918,0.4273250050140082
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,6,0.798155737704918,0.4273250050140082
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,7,0.798155737704918,0.4273250050140082
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,8,0.798155737704918,0.4273250050140082
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,9,0.798155737704918,0.4273250050140082
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,10,0.798155737704918,0.4273250050140082
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,11,0.798155737704918,0.4273250050140082
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,12,0.798155737704918,0.4273250050140082
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,13,0.798155737704918,0.4273250050140082
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,14,0.798155737704918,0.4273250050140082
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,15,0.798155737704918,0.4273250050140082
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,16,0.798155737704918,0.4273250050140082
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,17,0.798155737704918,0.4273250050140082
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,18,0.798155737704918,0.4273250050140082
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,19,0.798155737704918,0.4273250050140082
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,20,0.798155737704918,0.4273250050140082
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,21,0.798155737704918,0.4273250050140082
avg,0,0,1,0,10,0,10,1,0,no attack,True,income,"[[0, 0], [0, 0]]",1,0,0.7595208845208845,0.6931471805599453
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,1,0.8201269451269452,0.38825264911582674
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,2,0.8201269451269452,0.3882527081902363
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,3,0.8201269451269452,0.38825270818754876
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,4,0.8201269451269452,0.38825270818765123
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,5,0.8201269451269452,0.3882527081876517
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,6,0.8201269451269452,0.3882527081876516
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,7,0.8201269451269452,0.3882527081876516
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,8,0.8201269451269452,0.3882527081876516
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,9,0.8201269451269452,0.3882527081876517
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,10,0.8201269451269452,0.3882527081876516
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,11,0.8201269451269452,0.3882527081876516
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,12,0.8201269451269452,0.3882527081876516
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,13,0.8201269451269452,0.3882527081876517
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,14,0.8201269451269452,0.3882527081876516
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,15,0.8201269451269452,0.3882527081876516
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,16,0.8201269451269452,0.3882527081876516
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,17,0.8201269451269452,0.3882527081876516
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,18,0.8201269451269452,0.3882527081876516
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,19,0.8201269451269452,0.3882527081876516
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,20,0.8201269451269452,0.3882527081876516
avg,0,0,1,0,10,0,10,1,0,no attack,True,income,"[[0, 0], [0, 0]]",1,0,0.7595208845208845,0.6931471805599453
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,1,0.8046683046683046,0.4202411312950442
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,2,0.8044635544635544,0.4201488371725358
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,3,0.8043611793611793,0.41993224395766005
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,4,0.8047706797706797,0.4198494675274131
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,5,0.803951678951679,0.41953524845539825
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,6,0.8044635544635544,0.41939469687690856
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,7,0.8042588042588042,0.41924082036199534
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,8,0.8053849303849304,0.41837056918481963
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,9,0.8053849303849304,0.4183791906831094
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,10,0.8048730548730548,0.4183282695130473
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,11,0.8051801801801802,0.4180870623553182
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,12,0.8044635544635544,0.4180310719247277
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,13,0.8049754299754299,0.4180308827458182
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,14,0.8046683046683046,0.4179415160084203
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,15,0.8046683046683046,0.41780008240120703
