strategy,fraction_mal,magnitude,frac_fit,frac_eval,min_fit_clients,min_eval_clients,min_available_clients,num_clients,num_malicious,attack,iid,dataset_name,confusion_matrix,warmup_rounds,round,accuracy,loss
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,16,0.8044635544635544,0.4177768711666862
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,17,0.8050778050778051,0.4177885667882134
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,18,0.8057944307944308,0.4176814582392684
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,19,0.8048730548730548,0.41755254621771043
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,20,0.8042588042588042,0.4174184301698428
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,21,0.8046683046683046,0.41727943873442735
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,22,0.8052825552825553,0.4172802051389127
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,23,0.8052825552825553,0.4171770545953988
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,24,0.8056920556920557,0.4170633485323795
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,25,0.8056920556920557,0.41708317070107
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,26,0.8052825552825553,0.417026711164337
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,27,0.8054873054873055,0.417035190748131
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,28,0.8055896805896806,0.4169024852453211
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,29,0.8052825552825553,0.41680366720759815
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,30,0.8049754299754299,0.4168159759103724
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,31,0.8058968058968059,0.41679197769880544
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,32,0.8055896805896806,0.4166701160200553
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,33,0.8061015561015561,0.4167218581143893
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,34,0.8061015561015561,0.41655728949267956
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,35,0.8054873054873055,0.4165660175781027
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,36,0.805999180999181,0.4164519405172063
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,37,0.8055896805896806,0.4164546343029078
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,38,0.805999180999181,0.4164341577852197
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,39,0.8063063063063063,0.41644247899012704
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,40,0.8056920556920557,0.4163139018087843
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,41,0.8058968058968059,0.41635036696123234
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,42,0.805999180999181,0.41620950056652545
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,43,0.8054873054873055,0.4161307534003343
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,44,0.8057944307944308,0.41609750955377334
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,45,0.8061015561015561,0.41605688985317163
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,46,0.8061015561015561,0.4161024524893322
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,47,0.805999180999181,0.415994156168443
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,48,0.8061015561015561,0.41601788533536405
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,49,0.8056920556920557,0.41594677976545835
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,50,0.8061015561015561,0.41592312223821704
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,51,0.805999180999181,0.4158918923988555
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,52,0.8061015561015561,0.4159153133550392
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,53,0.8064086814086814,0.41594418478512185
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,54,0.8061015561015561,0.41586754580622176
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,55,0.8067158067158067,0.41582335472220644
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,56,0.8063063063063063,0.415735123392966
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,57,0.8068181818181818,0.41575286828268854
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,58,0.805999180999181,0.4156537010338612
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,59,0.8062039312039312,0.4155868307651188
avg,0,0,1,0,10,0,10,1,0,no attack,True,income,"[[0, 0], [0, 0]]",1,0,0.7595208845208845,0.6931471805599453
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,1,0.8046683046683046,0.4202411312950442
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,2,0.8044635544635544,0.4201488371725358
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,3,0.8043611793611793,0.41993224395766005
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,4,0.8047706797706797,0.4198494675274131
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,5,0.803951678951679,0.41953524845539825
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,6,0.8044635544635544,0.41939469687690856
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,7,0.8042588042588042,0.41924082036199534
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,8,0.8053849303849304,0.41837056918481963
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,9,0.8053849303849304,0.4183791906831094
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,10,0.8048730548730548,0.4183282695130473
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,11,0.8051801801801802,0.4180870623553182
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,12,0.8044635544635544,0.4180310719247277
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,13,0.8049754299754299,0.4180308827458182
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,14,0.8046683046683046,0.4179415160084203
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,15,0.8046683046683046,0.41780008240120703
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,16,0.8044635544635544,0.4177768711666862
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,17,0.8050778050778051,0.4177885667882134
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,18,0.8057944307944308,0.4176814582392684
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,19,0.8048730548730548,0.41755254621771043
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,20,0.8042588042588042,0.4174184301698428
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,21,0.8046683046683046,0.41727943873442735
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,22,0.8052825552825553,0.4172802051389127
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,23,0.8052825552825553,0.4171770545953988
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,24,0.8056920556920557,0.4170633485323795
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,25,0.8056920556920557,0.41708317070107
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,26,0.8052825552825553,0.417026711164337
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,27,0.8054873054873055,0.417035190748131
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,28,0.8055896805896806,0.4169024852453211
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,29,0.8052825552825553,0.41680366720759815
avg,0,0,1,0,10,0,10,10,0,no attack,True,income,"[[0, 0], [0, 0]]",1,30,0.8049754299754299,0.4168159759103724
avg,0,0,1,0,10,0,10,1,0,no attack,True,mnist,"[[0, 0], [0, 0]]",1,0,0.1078,720.4798946380615
avg,0,0,1,0,10,0,10,10,0,no attack,True,mnist,"[[0, 0], [0, 0]]",1,1,0.9016,316.21123707294464
avg,0,0,1,0,10,0,10,10,0,no attack,True,mnist,"[[0, 0], [0, 0]]",1,2,0.9404,241.13900250196457
avg,0,0,1,0,10,0,10,10,0,no attack,True,mnist,"[[0, 0], [0, 0]]",1,3,0.9554,194.6220728456974
avg,0,0,1,0,10,0,10,10,0,no attack,True,mnist,"[[0, 0], [0, 0]]",1,4,0.9637,156.65269511938095
avg,0,0,1,0,10,0,10,10,0,no attack,True,mnist,"[[0, 0], [0, 0]]",1,5,0.9685,128.72541071474552
avg,0,0,1,0,10,0,10,10,0,no attack,True,mnist,"[[0, 0], [0, 0]]",1,6,0.9684,103.96198672056198
avg,0,0,1,0,10,0,10,10,0,no attack,True,mnist,"[[0, 0], [0, 0]]",1,7,0.971,82.0964096263051
avg,0,0,1,0,10,0,10,10,0,no attack,True,mnist,"[[0, 0], [0, 0]]",1,8,0.9737,67.12819937989116
flanders,0,0,1,0,10,0,10,1,0,gaussian,True,income,"[[0, 0], [0, 0]]",10,0,0.7595208845208845,0.6931471805599453
flanders,0,0,1,0,10,0,10,10,0,gaussian,True,income,"[[0, 0], [0, 0]]",10,1,0.8046683046683046,0.4202411312950442
flanders,0,0,1,0,10,0,10,10,0,gaussian,True,income,"[[0, 0], [0, 0]]",10,2,0.8044635544635544,0.4201488371725358
flanders,0,0,1,0,10,0,10,10,0,gaussian,True,income,"[[0, 0], [0, 0]]",10,3,0.8043611793611793,0.41993224395766005
flanders,0,0,1,0,10,0,10,10,0,gaussian,True,income,"[[0, 0], [0, 0]]",10,4,0.8047706797706797,0.4198494675274131
flanders,0,0,1,0,10,0,10,10,0,gaussian,True,income,"[[0, 0], [0, 0]]",10,5,0.803951678951679,0.41953524845539825
flanders,0,0,1,0,10,0,10,10,0,gaussian,True,income,"[[0, 0], [0, 0]]",10,6,0.8044635544635544,0.41939469687690856
flanders,0,0,1,0,10,0,10,10,0,gaussian,True,income,"[[0, 0], [0, 0]]",10,7,0.8042588042588042,0.41924082036199534
flanders,0,0,1,0,10,0,10,1,0,gaussian,True,income,"[[0, 0], [0, 0]]",10,0,0.5,0.7595208845208845,0.6931471805599453
flanders,0,0,1,0,10,0,10,10,0,gaussian,True,income,"[[0, 0], [0, 0]]",10,1,0.8160822852465776,0.8046683046683046,0.4202411312950442
flanders,0,0,1,0,10,0,10,10,0,gaussian,True,income,"[[0, 0], [0, 0]]",10,2,0.8160050497982152,0.8044635544635544,0.4201488371725358
flanders,0,0,1,0,10,0,10,10,0,gaussian,True,income,"[[0, 0], [0, 0]]",10,3,0.8162873665931208,0.8043611793611793,0.41993224395766005
flanders,0,0,1,0,10,0,10,10,0,gaussian,True,income,"[[0, 0], [0, 0]]",10,4,0.8163486499949418,0.8047706797706797,0.4198494675274131
flanders,0,0,1,0,10,0,10,10,0,gaussian,True,income,"[[0, 0], [0, 0]]",10,5,0.8165770282152112,0.803951678951679,0.41953524845539825
flanders,0,0,1,0,10,0,10,10,0,gaussian,True,income,"[[0, 0], [0, 0]]",10,6,0.8166359589770745,0.8044635544635544,0.41939469687690856
flanders,0,0,1,0,10,0,10,10,0,gaussian,True,income,"[[0, 0], [0, 0]]",10,7,0.8168315723823251,0.8042588042588042,0.41924082036199534
flanders,0,0,1,0,10,0,10,10,0,gaussian,True,income,"[[0, 0], [0, 0]]",10,8,0.8179502239914074,0.8053849303849304,0.41837056918481963
flanders,0,0,1,0,10,0,10,10,0,gaussian,True,income,"[[0, 0], [0, 0]]",10,9,0.8179823002288774,0.8053849303849304,0.4183791906831094
flanders,0,0,1,0,10,0,10,10,0,gaussian,True,income,"[[0, 0], [0, 0]]",10,10,0.8180715857843395,0.8048730548730548,0.4183282695130473
flanders,0,0,1,0,10,0,10,10,0,gaussian,True,income,"[[0, 4], [0, 6]]",10,11,0.8180806520553954,0.8058968058968059,0.4184497662510785
flanders,0,0,1,0,10,0,10,10,0,gaussian,True,income,"[[0, 8], [0, 12]]",10,12,0.8181488786141642,0.8048730548730548,0.4183697660045259
flanders,0,0,1,0,10,0,10,10,0,gaussian,True,income,"[[0, 12], [0, 18]]",10,13,0.8180723317433505,0.8048730548730548,0.4182931944816712
flanders,0,0,1,0,10,0,10,10,0,gaussian,True,income,"[[0, 16], [0, 24]]",10,14,0.8187460474931445,0.8050778050778051,0.41798189953763626
flanders,0,0,1,0,10,0,10,10,0,gaussian,True,income,"[[0, 20], [0, 30]]",10,15,0.8187131105337389,0.8055896805896806,0.41816637632639586
flanders,0,0,1,0,10,0,10,1,0,gaussian,True,income,"[[0, 0], [0, 0]]",10,0,0.5,0.7595208845208845,0.6931471805599453
flanders,0,0,1,0,10,0,10,1,0,gaussian,True,income,"[[0, 0], [0, 0]]",10,0,0.5,0.7595208845208845,0.6931471805599453
flanders,0,0,1,0,10,0,10,10,0,gaussian,True,income,"[[0, 0], [0, 0]]",10,1,0.8160822852465776,0.8046683046683046,0.4202411312950442
flanders,0,0,1,0,10,0,10,10,0,gaussian,True,income,"[[0, 0], [0, 0]]",10,2,0.8160050497982152,0.8044635544635544,0.4201488371725358
flanders,0,0,1,0,10,0,10,10,0,gaussian,True,income,"[[0, 0], [0, 0]]",10,3,0.8162873665931208,0.8043611793611793,0.41993224395766005
flanders,0,0,1,0,10,0,10,10,0,gaussian,True,income,"[[0, 0], [0, 0]]",10,4,0.8163486499949418,0.8047706797706797,0.4198494675274131
flanders,0,0,1,0,10,0,10,10,0,gaussian,True,income,"[[0, 0], [0, 0]]",10,5,0.8165770282152112,0.803951678951679,0.41953524845539825
flanders,0,0,1,0,10,0,10,10,0,gaussian,True,income,"[[0, 0], [0, 0]]",10,6,0.8166359589770745,0.8044635544635544,0.41939469687690856
flanders,0,0,1,0,10,0,10,10,0,gaussian,True,income,"[[0, 0], [0, 0]]",10,7,0.8168315723823251,0.8042588042588042,0.41924082036199534
flanders,0,0,1,0,10,0,10,10,0,gaussian,True,income,"[[0, 0], [0, 0]]",10,8,0.8179502239914074,0.8053849303849304,0.41837056918481963
flanders,0,0,1,0,10,0,10,10,0,gaussian,True,income,"[[0, 0], [0, 0]]",10,9,0.8179823002288774,0.8053849303849304,0.4183791906831094
flanders,0,0,1,0,10,0,10,10,0,gaussian,True,income,"[[0, 0], [0, 0]]",10,10,0.8180715857843395,0.8048730548730548,0.4183282695130473
flanders,0,0,1,0,10,0,10,10,0,gaussian,True,income,"[[0, 4], [0, 6]]",10,11,0.8180806520553954,0.8058968058968059,0.4184497662510785
flanders,0,0,1,0,10,0,10,10,0,gaussian,True,income,"[[0, 8], [0, 12]]",10,12,0.8181488786141642,0.8048730548730548,0.4183697660045259
flanders,0,0,1,0,10,0,10,10,0,gaussian,True,income,"[[0, 12], [0, 18]]",10,13,0.8180723317433505,0.8048730548730548,0.4182931944816712
flanders,0,0,1,0,10,0,10,10,0,gaussian,True,income,"[[0, 16], [0, 24]]",10,14,0.8187460474931445,0.8050778050778051,0.41798189953763626
flanders,0,0,1,0,10,0,10,10,0,gaussian,True,income,"[[0, 20], [0, 30]]",10,15,0.8187131105337389,0.8055896805896806,0.41816637632639586
flanders,0,0,1,0,10,0,10,10,0,gaussian,True,income,"[[0, 24], [0, 36]]",10,16,0.818588592760376,0.8056920556920557,0.41782129202260976
flanders,0,0,1,0,10,0,10,10,0,gaussian,True,income,"[[0, 28], [0, 42]]",10,17,0.819099287775551,0.8055896805896806,0.41777655611374
flanders,0,0,1,0,10,0,10,10,0,gaussian,True,income,"[[0, 32], [0, 48]]",10,18,0.8187665900566763,0.8057944307944308,0.4180381743405335
flanders,0,0,1,0,10,0,10,10,0,gaussian,True,income,"[[0, 36], [0, 54]]",10,19,0.8189758602499732,0.8054873054873055,0.41779178913742754
flanders,0,0,1,0,10,0,10,10,0,gaussian,True,income,"[[0, 40], [0, 60]]",10,20,0.8183127600707192,0.8053849303849304,0.41804649459395044
flanders,0,0,1,0,10,0,10,10,0,gaussian,True,income,"[[0, 44], [0, 66]]",10,21,0.8186747223354072,0.8056920556920557,0.4176652991631562
flanders,0,0,1,0,10,0,10,10,0,gaussian,True,income,"[[0, 48], [0, 72]]",10,22,0.8189276598215748,0.8052825552825553,0.4175148906017535
flanders,4,0,1,0,10,0,10,1,0,gaussian,True,income,"[[0, 0], [0, 0]]",10,0,0.5,0.7595208845208845,0.6931471805599453
flanders,4,0,1,0,10,0,10,10,4,gaussian,True,income,"[[0, 0], [0, 0]]",10,1,0.8160822852465776,0.8046683046683046,0.4202411312950442
flanders,4,0,1,0,10,0,10,10,4,gaussian,True,income,"[[0, 0], [0, 0]]",10,2,0.8160050497982152,0.8044635544635544,0.4201488371725358
flanders,4,0,1,0,10,0,10,10,4,gaussian,True,income,"[[0, 0], [0, 0]]",10,3,0.8162873665931208,0.8043611793611793,0.41993224395766005
flanders,4,0,1,0,10,0,10,10,4,gaussian,True,income,"[[0, 0], [0, 0]]",10,4,0.8163486499949418,0.8047706797706797,0.4198494675274131
flanders,4,0,1,0,10,0,10,10,4,gaussian,True,income,"[[0, 0], [0, 0]]",10,5,0.8165770282152112,0.803951678951679,0.41953524845539825
flanders,4,0,1,0,10,0,10,10,4,gaussian,True,income,"[[0, 0], [0, 0]]",10,6,0.8166359589770745,0.8044635544635544,0.41939469687690856
flanders,4,0,1,0,10,0,10,10,4,gaussian,True,income,"[[0, 0], [0, 0]]",10,7,0.8168315723823251,0.8042588042588042,0.41924082036199534
flanders,4,0,1,0,10,0,10,10,4,gaussian,True,income,"[[0, 0], [0, 0]]",10,8,0.8179502239914074,0.8053849303849304,0.41837056918481963
flanders,4,0,1,0,10,0,10,10,4,gaussian,True,income,"[[0, 0], [0, 0]]",10,9,0.8179823002288774,0.8053849303849304,0.4183791906831094
flanders,4,0,1,0,10,0,10,10,4,gaussian,True,income,"[[0, 0], [0, 0]]",10,10,0.8180715857843395,0.8048730548730548,0.4183282695130473
flanders,4,0,1,0,10,0,10,10,4,gaussian,True,income,"[[3, 1], [1, 5]]",10,11,0.8181908818446259,0.805999180999181,0.41830617856345065
flanders,4,0,1,0,10,0,10,10,4,gaussian,True,income,"[[5, 3], [3, 9]]",10,12,0.8176980898457132,0.8054873054873055,0.4181847081319053
flanders,4,0,1,0,10,0,10,10,4,gaussian,True,income,"[[7, 5], [5, 13]]",10,13,0.8180255658515113,0.8040540540540541,0.4182106280416701
flanders,4,0,1,0,10,0,10,10,4,gaussian,True,income,"[[9, 7], [7, 17]]",10,14,0.8181891604007544,0.8038493038493039,0.4182021938587032
flanders,4,0,1,0,10,0,10,10,4,gaussian,True,income,"[[10, 10], [10, 20]]",10,15,0.818466771915745,0.8055896805896806,0.4181897021254742
flanders,4,0,1,0,10,0,10,10,4,gaussian,True,income,"[[11, 13], [13, 23]]",10,16,0.8187486870404139,0.8058968058968059,0.4180276569810316
flanders,4,0,1,0,10,0,10,10,4,gaussian,True,income,"[[13, 15], [15, 27]]",10,17,0.8185092341979057,0.805999180999181,0.4177500231538967
flanders,4,0,1,0,10,0,10,10,4,gaussian,True,income,"[[14, 18], [18, 30]]",10,18,0.8190462673043124,0.8053849303849304,0.41780566891041576
flanders,4,0,1,0,10,0,10,10,4,gaussian,True,income,"[[16, 20], [20, 34]]",10,19,0.8185495159844958,0.805999180999181,0.41797605857092585
flanders,4,0,1,0,10,0,10,10,4,gaussian,True,income,"[[16, 24], [24, 36]]",10,20,0.8189786719416298,0.8058968058968059,0.41781356124372837
flanders,4,0,1,0,10,0,10,10,4,gaussian,True,income,"[[18, 26], [26, 40]]",10,21,0.8188161102587095,0.8063063063063063,0.4177068141867353
flanders,4,0,1,0,10,0,10,10,4,gaussian,True,income,"[[20, 28], [28, 44]]",10,22,0.8192605870662987,0.8058968058968059,0.41777645880806025
flanders,4,0,1,0,10,0,10,10,4,gaussian,True,income,"[[22, 30], [30, 48]]",10,23,0.8190921150927535,0.8068181818181818,0.4173836240579222
flanders,4,0,1,0,10,0,10,10,4,gaussian,True,income,"[[24, 32], [32, 52]]",10,24,0.819390326552738,0.8045659295659295,0.4172802345145365
flanders,4,0,1,0,10,0,10,10,4,gaussian,True,income,"[[25, 35], [35, 55]]",10,25,0.8191229863195135,0.8071253071253072,0.4173861660686752
flanders,4,0,1,0,10,0,10,10,4,gaussian,True,income,"[[26, 38], [38, 58]]",10,26,0.8196716678627833,0.8046683046683046,0.41738339738179864
flanders,4,0,1,0,10,0,10,10,4,gaussian,True,income,"[[27, 41], [41, 61]]",10,27,0.8194109838791945,0.8058968058968059,0.41727275648838436
flanders,4,0,1,0,10,0,10,10,4,gaussian,True,income,"[[28, 44], [44, 64]]",10,28,0.8195974162504647,0.8055896805896806,0.4172961771047638
flanders,4,0,1,0,10,0,10,10,4,gaussian,True,income,"[[30, 46], [46, 68]]",10,29,0.8195754965318357,0.8049754299754299,0.4173458851213209
flanders,4,0,1,0,10,0,10,10,4,gaussian,True,income,"[[32, 48], [48, 72]]",10,30,0.8194866126466103,0.8058968058968059,0.417309819141527
flanders,4,0,1,0,10,0,10,10,4,gaussian,True,income,"[[32, 52], [52, 74]]",10,31,0.8192599558702126,0.8061015561015561,0.4172479031328989
flanders,4,0,1,0,10,0,10,10,4,gaussian,True,income,"[[33, 55], [55, 77]]",10,32,0.8195483551001305,0.8061015561015561,0.41735345961740683
flanders,4,0,1,0,10,0,10,10,4,gaussian,True,income,"[[34, 58], [58, 80]]",10,33,0.819643780472067,0.8056920556920557,0.4172953116625718
flanders,4,0,1,0,10,0,10,10,4,gaussian,True,income,"[[37, 59], [59, 85]]",10,34,0.8196896282605078,0.8050778050778051,0.4172271877844981
flanders,4,0,1,0,10,0,10,10,4,gaussian,True,income,"[[38, 62], [62, 88]]",10,35,0.8197378286889065,0.805999180999181,0.4171882807814281
flanders,4,0,1,0,10,0,10,1,0,lie,True,income,"[[0, 0], [0, 0]]",60,0,0.5,0.7595208845208845,0.6931471805599453
flanders,4,0,1,0,10,0,10,10,4,lie,True,income,"[[0, 0], [0, 0]]",60,1,0.8160822852465776,0.8046683046683046,0.4202411312950442
flanders,4,0,1,0,10,0,10,10,4,lie,True,income,"[[0, 0], [0, 0]]",60,2,0.8160050497982152,0.8044635544635544,0.4201488371725358
flanders,4,0,1,0,10,0,10,10,4,lie,True,income,"[[0, 0], [0, 0]]",60,3,0.8162873665931208,0.8043611793611793,0.41993224395766005
flanders,4,0,1,0,10,0,10,10,4,lie,True,income,"[[0, 0], [0, 0]]",60,4,0.8163486499949418,0.8047706797706797,0.4198494675274131
flanders,4,0,1,0,10,0,10,10,4,lie,True,income,"[[0, 0], [0, 0]]",60,5,0.8165770282152112,0.803951678951679,0.41953524845539825
flanders,4,0,1,0,10,0,10,10,4,lie,True,income,"[[0, 0], [0, 0]]",60,6,0.8166359589770745,0.8044635544635544,0.41939469687690856
flanders,4,0,1,0,10,0,10,10,4,lie,True,income,"[[0, 0], [0, 0]]",60,7,0.8168315723823251,0.8042588042588042,0.41924082036199534
flanders,4,0,1,0,10,0,10,10,4,lie,True,income,"[[0, 0], [0, 0]]",60,8,0.8179502239914074,0.8053849303849304,0.41837056918481963
flanders,4,0,1,0,10,0,10,10,4,lie,True,income,"[[0, 0], [0, 0]]",60,9,0.8179823002288774,0.8053849303849304,0.4183791906831094
flanders,4,0,1,0,10,0,10,10,4,lie,True,income,"[[0, 0], [0, 0]]",60,10,0.8180715857843395,0.8048730548730548,0.4183282695130473
flanders,4,0,1,0,10,0,10,10,4,lie,True,income,"[[0, 0], [0, 0]]",60,11,0.8181571989262091,0.8051801801801802,0.4180870623553182
flanders,4,0,1,0,10,0,10,10,4,lie,True,income,"[[0, 0], [0, 0]]",60,12,0.818308628605428,0.8044635544635544,0.4180310719247277
flanders,4,0,1,0,10,0,10,10,4,lie,True,income,"[[0, 0], [0, 0]]",60,13,0.8183424262867693,0.8049754299754299,0.4180308827458182
flanders,4,0,1,0,10,0,10,10,4,lie,True,income,"[[0, 0], [0, 0]]",60,14,0.8183635426649246,0.8046683046683046,0.4179415160084203
flanders,4,0,1,0,10,0,10,10,4,lie,True,income,"[[0, 0], [0, 0]]",60,15,0.8184466884039122,0.8046683046683046,0.41780008240120703
flanders,4,0,1,0,10,0,10,10,4,lie,True,income,"[[0, 0], [0, 0]]",60,16,0.8187080609650494,0.8044635544635544,0.4177768711666862
flanders,4,0,1,0,10,0,10,10,4,lie,True,income,"[[0, 0], [0, 0]]",60,17,0.8185471633445381,0.8050778050778051,0.4177885667882134
flanders,4,0,1,0,10,0,10,10,4,lie,True,income,"[[0, 0], [0, 0]]",60,18,0.8186946910843151,0.8057944307944308,0.4176814582392684
flanders,4,0,1,0,10,0,10,10,4,lie,True,income,"[[0, 0], [0, 0]]",60,19,0.8187849521246378,0.8048730548730548,0.41755254621771043
flanders,4,0,1,0,10,0,10,10,4,lie,True,income,"[[0, 0], [0, 0]]",60,20,0.8190070757655074,0.8042588042588042,0.4174184301698428
flanders,4,0,1,0,10,0,10,10,4,lie,True,income,"[[0, 0], [0, 0]]",60,21,0.8192919173447577,0.8046683046683046,0.41727943873442735
flanders,4,0,1,0,10,0,10,10,4,lie,True,income,"[[0, 0], [0, 0]]",60,22,0.8192475040928762,0.8052825552825553,0.4172802051389127
flanders,4,0,1,0,10,0,10,10,4,lie,True,income,"[[0, 0], [0, 0]]",60,23,0.8193494135700616,0.8052825552825553,0.4171770545953988
